Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0,0.2,0.05,0.85
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.85
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85
Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0,0.02,0.84
The Lord of the Rings: War in the North,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0,0.08,0.84
 Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0,0.14,0.84
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0,0.02,0.84
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84
Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0,0.09,0.84
ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0,0.11,0.84
Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0,0.52,0,0.84
Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84
Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0,0.05,0.84
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0,0.11,0.84
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84
Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0,0.11,0.84
NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.09,0.84
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0,0.1,0.84
Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0,0.01,0.84
Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84
Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.05,0,0.08,0.84
Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0,0.05,0.84
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.83
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0,0.06,0.83
Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83
Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83
Madden NFL 07,PSP,N/A,Sports,Unknown,0.77,0.03,0,0.04,0.83
Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.83
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,0.83
FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83
Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83
Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,0,0,0.83,0,0.83
WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0,0.08,0.83
The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0,0.05,0.83
Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83
Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83
MLB SlugFest 20-03,PS2,N/A,Sports,Unknown,0.41,0.32,0,0.11,0.83
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0,0.08,0.83
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83
MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.05,0.83
Casper,PS,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83
Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07,0.83
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83
Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.55,0.2,0,0.08,0.82
God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.73,0,0,0.1,0.82
Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0,0.07,0.82
James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,0.82
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82
DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0,0.15,0.82
Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82
Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82
Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0,0.07,0.82
I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0,0,0.06,0.82
Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82
The Price is Right,Wii,2008,Misc,Ubisoft,0.76,0,0,0.06,0.82
Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0,0.01,0.82
Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0,0.1,0.82
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0.09,0.82
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,0.82
The Lord of the Rings: War in the North,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.13,0.82
Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81
Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0,0.1,0.81
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.06,0.81
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81
Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.81
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.08,0.81
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,0.81
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
Shaun White Snowboarding,X360,N/A,Sports,Ubisoft,0.48,0.25,0,0.08,0.81
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81
Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0,0,0.81,0,0.81
Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0,0.01,0.81
Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81
Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.08,0.81
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81
EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81
The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0,0.05,0.81
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0,0.13,0.81
Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.37,0.35,0,0.09,0.81
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0,0,0.75,0.05,0.81
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0,0.11,0.81
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81
SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.39,0,0.12,0.81
Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8
Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0,0.06,0.8
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8
Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8
Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0,0.07,0.8
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8
DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0,0.09,0.8
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04,0.8
Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8
Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0,0.07,0.8
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8
Super Robot Taisen α,PS,2000,Strategy,Banpresto,0,0,0.75,0.05,0.8
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8
PES 2009: Pro Evolution Soccer,PSP,N/A,Sports,Konami Digital Entertainment,0.04,0.33,0.26,0.17,0.8
Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0,0.07,0.8
Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0,0,0.18,0.79
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0,0.07,0.79
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79
All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.79
Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79
Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0,0,0.05,0.79
Darksiders II,X360,2012,Action,THQ,0.45,0.27,0,0.07,0.79
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79
[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0,0.07,0.79
Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01,0.79
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79
The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0,0.13,0.79
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79
Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79
Band Hero,X360,2009,Misc,Activision,0.51,0.21,0,0.07,0.79
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79
Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79
Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0,0.11,0.79
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0,0.06,0.78
The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.02,0.77,0,0,0.78
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78
Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0,0.01,0.78
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0,0.14,0.78
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0,0.12,0.78
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0,0.08,0.78
Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0,0.07,0.77
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77
Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77
MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77
Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0,0.1,0.77
Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.77
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0,0.06,0.77
Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.23,0.77
Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0,0.07,0.77
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02,0.77
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0,0.01,0.77
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77
Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76
Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0,0.08,0.76
FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0,0.11,0.76
My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0,0.06,0.76
Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76
Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0,0.15,0.76
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0,0.07,0.76
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0,0.01,0.76
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0,0.07,0.76
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0,0.07,0.76
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,0.76
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.1,0.76
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0,0.06,0.76
Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.29,0.26,0.04,0.76
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0,0.08,0.75
Wall-E,PS2,2008,Platform,THQ,0.21,0,0,0.54,0.75
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,0.75
Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.69,0,0,0.06,0.75
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.03,0.66,0.02,0.04,0.75
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0,0.08,0.75
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,0.75
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.1,0.75
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0,0.14,0.75
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0,0.06,0.75
